账号,内容,时间,转发数,评论数 
一线吃瓜群众,【河南#眼癌女童家属诉陈岚案将开庭#80秒回顾案件始末】8月14日，王凤雅家属起诉作家陈岚名誉权纠纷案将开庭。女童爷爷称，将与女童母亲共同出庭。此前，@作家陈岚称王凤雅家属疑似骗捐。当地政府部门调查后确认，王凤雅家人未挪用筹来的善款。事后陈岚曾发微博致歉。（综合）@新京报L新京报动新闻的秒拍视频收起全文d,2019年08月07日 19:22, 转发 ,评论 
新京报动新闻,【河南#眼癌女童家属诉陈岚案将开庭#80秒回顾案件始末】8月14日，王凤雅家属起诉作家陈岚名誉权纠纷案将开庭。女童爷爷称，将与女童母亲共同出庭。此前，@作家陈岚称王凤雅家属疑似骗捐。当地政府部门调查后确认，王凤雅家人未挪用筹来的善款。事后陈岚曾发微博致歉。（综合）@新京报L新京报动新闻的秒拍视频收起全文d,2019年08月07日 19:22, 转发 4,评论 6
红星新闻,#红星原创#【被指用患癌幼女诈捐 河南眼癌女童家人诉陈岚侵权案14日开庭】#王凤雅家人起诉陈岚名誉侵权#8月7日，红星新闻从河南眼癌女童王凤雅家属处获悉，王凤雅一家起诉@作家陈岚侵犯名誉权一案，将于本月14日上午9时在上海市闵行区人民法院开庭审理。这是一年多以来，“河南眼癌女童家人被指诈捐、虐童致死”事件的最新进展。红星新闻获取的起诉书内容显示，王凤雅家人的诉讼请求包括：判令被告陈岚在河南、上海等多家报纸公开向原告赔礼道歉、消除影响、恢复名誉；在其实名微博上公开置顶道歉声明，并且置顶不少于两个月时间；赔偿原告经济损失8万元、医疗损失3130元、精神损失费5万元等。O网页链接收起全文d,2019年08月07日 15:33, 转发 3,评论 8
垫江法院,【最新进展！#王凤雅家属诉陈岚案将开庭#，爷爷：盼一个公道】王凤雅家属诉陈岚案将于8月14日开庭，凤雅爷爷表示：陈岚说的全是谎言，凤雅母亲受舆论影响患抑郁症，陈岚需为对自己家庭造成的伤害负责。2018年，@作家陈岚曾发布报警微博，质疑王凤雅家属诈捐，表示其家人不积极救治。L一手video的秒拍视频L一手video的秒拍视频收起全文d,2019年08月07日 15:25, 转发 ,评论 
凤凰网河南官微,#王凤雅家人起诉陈岚名誉侵权#相关媒体从王凤雅爷爷处获悉，王凤雅家属起诉作家陈岚名誉权纠纷一案将于8月14日在上海市闵行区法院开庭审理。起诉状显示，王凤雅爷爷王太友、母亲杨美芹请求法庭判令陈岚停止侵犯其名誉权的行为；在报纸上公开赔礼道歉，消除；在陈岚的微博上公开置顶道歉；赔偿原告经济损失8万元，医疗损失3130元，精神损失费5万元；承担原告聘请律师的费用3万元并承担诉讼费。O河南眼癌女童家人诉作家陈岚侵权案将于本月14日开庭收起全文d,2019年08月07日 15:23, 转发 ,评论 
一手Video,【最新进展！#王凤雅家属诉陈岚案将开庭#，爷爷：盼一个公道】王凤雅家属诉陈岚案将于8月14日开庭，凤雅爷爷表示：陈岚说的全是谎言，凤雅母亲受舆论影响患抑郁症，陈岚需为对自己家庭造成的伤害负责。2018年，@作家陈岚曾发布报警微博，质疑王凤雅家属诈捐，表示其家人不积极救治。L一手video的秒拍视频收起全文d,2019年08月07日 15:19, 转发 3,评论 6
Adolph_Wan,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。欣恋。以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年08月04日 14:35, 转发 ,评论 
笑是痛另外的表达w,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年08月02日 00:47, 转发 ,评论 
搞笑王5001,回复@承影出鞘_76090:陈作家在小风雅事件中极不光彩。一方面号召大家捐款捐物，一方面要求王家必须到他们指定的医院。用舆论逼着王家倾家荡产救小女孩。小凤雅去世之后，王家随便上节目说事情，她连个屁都不敢放。//@承影出鞘_76090:回复@落叶飘零归根:还有王凤雅事件该微博因被多人投诉，根据《微博社区公约》，已被删除。查看帮助：O网页链接,2019年07月27日 09:50, 转发 ,评论 
格格_annie,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月27日 20:16, 转发 ,评论 
邋遢滴胖子,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。俏丽。大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月25日 15:00, 转发 ,评论 
仙杜拉儿,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月18日 14:47, 转发 ,评论 
热心市民翟女士说到,#情侣2年前偶遇章子欣#来土澳几星期，没有关注微博的事情，我从未想过两年前和我一起玩的小朋友会出事。两年前和女朋友在民宿遇见她，我还带她一起去山上拍照，陪她一起写作业，在她家她剥橘子给我吃她的奶奶人真的很好，她也很善良，很懂礼貌。我们晚上分开的时候都会说，明天见。突然就再也没有明天见了。我希望你在蓝色的彼岸像我们当时一起玩的时候那么开心，永远笑的这么甜。章子欣小朋友，很高兴和你成为好朋友。真的希望你和所有爱你的人一切都好。2澳大利亚·珀斯L大狗和它的猫的秒拍视频收起全文d,2019年07月15日 12:11, 转发 ,评论 
用户5038683095,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。何以。以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月15日 18:13, 转发 ,评论 
YiuWan_ChiN,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。胆怯。大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月14日 06:43, 转发 ,评论 
不西皮也不瓜皮的西瓜,对，事情反转了，是那个女孩子利用公众的同情心扭曲事实进行炒作。我又想起了之前做的以信任为主题的社会调研，之前就有过很多反转新闻，比如舍友跟我讲过的眼癌女孩王凤雅的事件，到底是信还是不信，我也不知道。我也转发了这个女孩子的求助微博，只希望有一个真相，但也在无意中成为了网络暴力施暴者之一。信或不信？以后估计大家都是不站队的吃瓜群众收起全文d,2019年07月13日 16:06, 转发 ,评论 3
饭饭的午后初见,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。善恶。布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月11日 16:29, 转发 ,评论 
整队飠,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。爸爸。大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月07日 20:42, 转发 ,评论 
王鸥偷人昵称不可用,#作家陈岚滚出公益圈#当时无肛女婴的父母应以绑架罪起诉老妖婆@作家陈岚为了炒作骗捐，真是什么缺德事都做得出。最初知道此人，是因为她在狗肉节的访谈节目中，站在道德高地夸夸其谈，当时只觉得很伪善，站着说话不腰疼，后来了解到天津无肛儿童事件，后续还跑到可怜的患儿母亲家说教，还有王凤雅事件，也对患儿家属造成了深重伤害。这种打着慈善旗号非法骗资的，就没有人管一管吗？求助律师解答@吴革律师收起全文d,2019年07月05日 11:25, 转发 4,评论 2
伟松GO,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。心慌。以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年07月02日 05:29, 转发 ,评论 
湘江新语,造谣毕节幼儿园的事闹得沸沸扬扬网友群情激奋，甚至喊打喊杀，都在情理之中没有正义感，还谈何为人？我们都是普通人，都有妻儿老小谁都无法保证这些事不会发生在自己身上但是！仍建议大家在面对无法立即得到证实或证伪的消息时保持一点理性，多一点质疑，留一点时间给警方而不是被某些打着“求真相”幌子其实是在吃人血馒头的人狠狠利用从“红黄蓝绿”到“王凤雅事件”到“12岁女生谎称遭老师强奸”到“重庆公交车女司机”再到“长沙女孩在公交车上被性侵并怀孕”再到“德阳女医生被“人肉搜索”后自杀”再到“榆林产妇跳楼案”再到“于欢案”……被策划的舆情还少吗？造谣者张张嘴，最终传播量以亿计辟谣跑断腿，真相却鲜有人再提甚至还会说“谁知道这是不是真相呢”对于有些人来说真相并不重要可这一地狼藉谁买单？受害的还是自己注:配图是举例证明两类信息的传播差异性，并不是针对谁，你懂的收起全文d,2019年06月27日 15:27, 转发 ,评论 1
毛不易家若雪吖吖,完蛋，评论关晚了！！红红火火恍恍惚惚//////作家陈岚:我从未说过凤雅妈妈筹款15万及挪用款项用在儿子治疗唇腭裂。发布此内容的是”有槽”的贴子《王凤雅小朋友死了》，微博转发10万次，但我没转。我大概是极少的没有转发此热帖的V吧。所以，最后“造谣15万，挪用”这口锅要扣在我头上，对不起，我不背。收起全文d,2019年06月27日 09:05, 转发 ,评论 
